company,text,createdAt,clean_text,sentiment
apple,"Currently, Burnout is becoming common among Apple employees overall.",2024-03-20,"Currently, Burnout is becoming common among Apple employees overall.",Neutral
apple,"From what I see, Great benefits and compensation at Apple these days.",2024-03-22,"From what I see, Great benefits and compensation at Apple these days.",Positive
apple,"Honestly, Work life balance at Apple could be better based on my experience.",2024-05-13,"Honestly, Work life balance at Apple could be better based on my experience.",Positive
apple,"Personally, Workload at Apple varies by role overall.",2024-04-11,"Personally, Workload at Apple varies by role overall.",Neutral
apple,"As an employee, Leadership encourages innovation and ownership at Apple based on my experience.",2024-03-16,"As an employee, Leadership encourages innovation and ownership at Apple based on my experience.",Positive
apple,"Honestly, Burnout is becoming common among Apple employees these days.",2024-02-07,"Honestly, Burnout is becoming common among Apple employees these days.",Positive
apple,"Honestly, Apple work culture depends a lot on the team overall.",2024-06-02,"Honestly, Apple work culture depends a lot on the team overall.",Positive
apple,"As an employee, Apple offers good work life balance and flexibility for most employees.",2024-05-02,"As an employee, Apple offers good work life balance and flexibility for most employees.",Positive
apple,"From what I see, Apple work culture depends a lot on the team in recent months.",2024-06-29,"From what I see, Apple work culture depends a lot on the team in recent months.",Neutral
apple,"As an employee, Work pressure at Apple has increased recently based on my experience.",2024-02-23,"As an employee, Work pressure at Apple has increased recently based on my experience.",Neutral
apple,"Personally, Work life balance at Apple could be better overall.",2024-02-15,"Personally, Work life balance at Apple could be better overall.",Positive
apple,"From what I see, Job stress at Apple has risen after restructuring in recent months.",2024-06-17,"From what I see, Job stress at Apple has risen after restructuring in recent months.",Negative
apple,"In my experience, Apple layoffs have affected employee morale for most employees.",2024-04-10,"In my experience, Apple layoffs have affected employee morale for most employees.",Neutral
apple,"As an employee, Leadership encourages innovation and ownership at Apple these days.",2024-04-10,"As an employee, Leadership encourages innovation and ownership at Apple these days.",Positive
apple,"As an employee, I enjoy collaborating with talented colleagues at Apple based on my experience.",2024-06-28,"As an employee, I enjoy collaborating with talented colleagues at Apple based on my experience.",Positive
apple,"In my experience, Burnout is becoming common among Apple employees based on my experience.",2024-03-23,"In my experience, Burnout is becoming common among Apple employees based on my experience.",Neutral
apple,"In my experience, Poor communication from management at Apple in recent months.",2024-04-27,"In my experience, Poor communication from management at Apple in recent months.",Negative
apple,"Personally, Workload at Apple varies by role these days.",2024-06-27,"Personally, Workload at Apple varies by role these days.",Neutral
apple,"Personally, Apple work culture depends a lot on the team based on my experience.",2024-02-20,"Personally, Apple work culture depends a lot on the team based on my experience.",Neutral
apple,"As an employee, My experience working at Apple has been average so far for most employees.",2024-01-27,"As an employee, My experience working at Apple has been average so far for most employees.",Neutral
apple,"Personally, Employee experience at Apple depends on management these days.",2024-04-19,"Personally, Employee experience at Apple depends on management these days.",Neutral
apple,"In my experience, Apple work culture depends a lot on the team overall.",2024-04-01,"In my experience, Apple work culture depends a lot on the team overall.",Neutral
apple,"In my experience, Apple layoffs have affected employee morale overall.",2024-05-11,"In my experience, Apple layoffs have affected employee morale overall.",Neutral
apple,"From what I see, Workload at Apple varies by role based on my experience.",2024-06-09,"From what I see, Workload at Apple varies by role based on my experience.",Neutral
apple,"In my experience, Apple work culture depends a lot on the team overall.",2024-03-02,"In my experience, Apple work culture depends a lot on the team overall.",Neutral
apple,"Honestly, I enjoy collaborating with talented colleagues at Apple for most employees.",2024-02-14,"Honestly, I enjoy collaborating with talented colleagues at Apple for most employees.",Positive
apple,"Honestly, Some teams at Apple are better than others overall.",2024-04-28,"Honestly, Some teams at Apple are better than others overall.",Positive
apple,"From what I see, Job stress at Apple has risen after restructuring in recent months.",2024-06-10,"From what I see, Job stress at Apple has risen after restructuring in recent months.",Negative
apple,"In my experience, Overall experience at Apple is acceptable overall.",2024-01-30,"In my experience, Overall experience at Apple is acceptable overall.",Positive
apple,"Honestly, Leadership encourages innovation and ownership at Apple for most employees.",2024-02-27,"Honestly, Leadership encourages innovation and ownership at Apple for most employees.",Positive
apple,"As an employee, Leadership encourages innovation and ownership at Apple overall.",2024-05-31,"As an employee, Leadership encourages innovation and ownership at Apple overall.",Positive
apple,"Honestly, Leadership encourages innovation and ownership at Apple these days.",2024-03-17,"Honestly, Leadership encourages innovation and ownership at Apple these days.",Positive
apple,"As an employee, My experience working at Apple has been average so far overall.",2024-05-17,"As an employee, My experience working at Apple has been average so far overall.",Neutral
apple,"From what I see, Working at Apple has been a great learning experience for most employees.",2024-05-17,"From what I see, Working at Apple has been a great learning experience for most employees.",Positive
apple,"From what I see, Poor communication from management at Apple overall.",2024-05-12,"From what I see, Poor communication from management at Apple overall.",Negative
apple,"Honestly, Poor communication from management at Apple overall.",2024-02-23,"Honestly, Poor communication from management at Apple overall.",Neutral
apple,"Personally, Work pressure at Apple has increased recently for most employees.",2024-06-26,"Personally, Work pressure at Apple has increased recently for most employees.",Neutral
apple,"As an employee, Leadership encourages innovation and ownership at Apple overall.",2024-01-11,"As an employee, Leadership encourages innovation and ownership at Apple overall.",Positive
apple,"Honestly, Great benefits and compensation at Apple based on my experience.",2024-01-23,"Honestly, Great benefits and compensation at Apple based on my experience.",Positive
apple,"In my experience, Employee experience at Apple depends on management overall.",2024-02-01,"In my experience, Employee experience at Apple depends on management overall.",Neutral
apple,"Currently, Overall experience at Apple is acceptable based on my experience.",2024-04-18,"Currently, Overall experience at Apple is acceptable based on my experience.",Positive
apple,"In my experience, Job stress at Apple has risen after restructuring based on my experience.",2024-03-17,"In my experience, Job stress at Apple has risen after restructuring based on my experience.",Negative
apple,"Honestly, I enjoy collaborating with talented colleagues at Apple for most employees.",2024-04-23,"Honestly, I enjoy collaborating with talented colleagues at Apple for most employees.",Positive
apple,"Honestly, Leadership encourages innovation and ownership at Apple in recent months.",2024-05-13,"Honestly, Leadership encourages innovation and ownership at Apple in recent months.",Positive
apple,"Currently, Management decisions at Apple are frustrating for most employees.",2024-05-10,"Currently, Management decisions at Apple are frustrating for most employees.",Negative
apple,"Honestly, Apple offers good work life balance and flexibility overall.",2024-03-01,"Honestly, Apple offers good work life balance and flexibility overall.",Positive
apple,"As an employee, The team culture at Apple is supportive and innovative based on my experience.",2024-02-04,"As an employee, The team culture at Apple is supportive and innovative based on my experience.",Positive
apple,"Currently, Apple work culture depends a lot on the team in recent months.",2024-03-12,"Currently, Apple work culture depends a lot on the team in recent months.",Neutral
apple,"In my experience, Career growth opportunities at Apple are solid for most employees.",2024-03-06,"In my experience, Career growth opportunities at Apple are solid for most employees.",Positive
apple,"From what I see, The team culture at Apple is supportive and innovative these days.",2024-01-22,"From what I see, The team culture at Apple is supportive and innovative these days.",Positive
apple,"From what I see, Job stress at Apple has risen after restructuring based on my experience.",2024-05-17,"From what I see, Job stress at Apple has risen after restructuring based on my experience.",Negative
apple,"Honestly, I enjoy collaborating with talented colleagues at Apple based on my experience.",2024-04-05,"Honestly, I enjoy collaborating with talented colleagues at Apple based on my experience.",Positive
apple,"Currently, Apple offers stability but growth can be slow for most employees.",2024-02-11,"Currently, Apple offers stability but growth can be slow for most employees.",Positive
apple,"As an employee, The team culture at Apple is supportive and innovative these days.",2024-04-07,"As an employee, The team culture at Apple is supportive and innovative these days.",Positive
apple,"In my experience, Great benefits and compensation at Apple in recent months.",2024-02-01,"In my experience, Great benefits and compensation at Apple in recent months.",Positive
apple,"Currently, Apple offers stability but growth can be slow these days.",2024-01-17,"Currently, Apple offers stability but growth can be slow these days.",Positive
apple,"As an employee, Apple offers good work life balance and flexibility in recent months.",2024-03-10,"As an employee, Apple offers good work life balance and flexibility in recent months.",Positive
apple,"As an employee, Great benefits and compensation at Apple overall.",2024-01-26,"As an employee, Great benefits and compensation at Apple overall.",Positive
apple,"From what I see, Great benefits and compensation at Apple overall.",2024-02-01,"From what I see, Great benefits and compensation at Apple overall.",Positive
apple,"Currently, I enjoy collaborating with talented colleagues at Apple these days.",2024-01-25,"Currently, I enjoy collaborating with talented colleagues at Apple these days.",Positive
apple,"Currently, Apple offers stability but growth can be slow in recent months.",2024-05-21,"Currently, Apple offers stability but growth can be slow in recent months.",Positive
apple,"In my experience, Apple offers good work life balance and flexibility based on my experience.",2024-03-22,"In my experience, Apple offers good work life balance and flexibility based on my experience.",Positive
apple,"Personally, Burnout is becoming common among Apple employees in recent months.",2024-06-22,"Personally, Burnout is becoming common among Apple employees in recent months.",Neutral
apple,"Currently, Poor communication from management at Apple for most employees.",2024-04-13,"Currently, Poor communication from management at Apple for most employees.",Negative
apple,"As an employee, Apple work culture depends a lot on the team overall.",2024-06-24,"As an employee, Apple work culture depends a lot on the team overall.",Neutral
apple,"Honestly, Apple work culture depends a lot on the team based on my experience.",2024-02-06,"Honestly, Apple work culture depends a lot on the team based on my experience.",Positive
apple,"In my experience, I enjoy collaborating with talented colleagues at Apple in recent months.",2024-03-04,"In my experience, I enjoy collaborating with talented colleagues at Apple in recent months.",Positive
apple,"Honestly, Some teams at Apple are better than others these days.",2024-02-16,"Honestly, Some teams at Apple are better than others these days.",Positive
apple,"From what I see, Apple provides strong engineering standards for most employees.",2024-03-14,"From what I see, Apple provides strong engineering standards for most employees.",Positive
apple,"Currently, Career growth opportunities at Apple are solid based on my experience.",2024-03-19,"Currently, Career growth opportunities at Apple are solid based on my experience.",Positive
apple,"As an employee, My experience working at Apple has been average so far these days.",2024-03-21,"As an employee, My experience working at Apple has been average so far these days.",Neutral
apple,"In my experience, Job stress at Apple has risen after restructuring overall.",2024-03-02,"In my experience, Job stress at Apple has risen after restructuring overall.",Negative
apple,"Currently, Apple layoffs have affected employee morale overall.",2024-01-22,"Currently, Apple layoffs have affected employee morale overall.",Neutral
apple,"From what I see, Workload at Apple varies by role overall.",2024-04-18,"From what I see, Workload at Apple varies by role overall.",Neutral
apple,"Personally, Apple offers stability but growth can be slow these days.",2024-05-07,"Personally, Apple offers stability but growth can be slow these days.",Positive
apple,"Currently, Apple offers stability but growth can be slow overall.",2024-04-13,"Currently, Apple offers stability but growth can be slow overall.",Positive
apple,"Honestly, Great benefits and compensation at Apple overall.",2024-04-18,"Honestly, Great benefits and compensation at Apple overall.",Positive
apple,"As an employee, Apple offers stability but growth can be slow based on my experience.",2024-06-18,"As an employee, Apple offers stability but growth can be slow based on my experience.",Positive
apple,"Currently, Work life balance at Apple could be better for most employees.",2024-01-11,"Currently, Work life balance at Apple could be better for most employees.",Positive
apple,"Honestly, Apple work culture depends a lot on the team for most employees.",2024-02-27,"Honestly, Apple work culture depends a lot on the team for most employees.",Positive
apple,"Personally, Apple provides strong engineering standards for most employees.",2024-03-31,"Personally, Apple provides strong engineering standards for most employees.",Positive
apple,"From what I see, Burnout is becoming common among Apple employees these days.",2024-02-13,"From what I see, Burnout is becoming common among Apple employees these days.",Neutral
apple,"As an employee, Apple offers good work life balance and flexibility based on my experience.",2024-05-18,"As an employee, Apple offers good work life balance and flexibility based on my experience.",Positive
apple,"In my experience, Work life balance at Apple could be better in recent months.",2024-03-17,"In my experience, Work life balance at Apple could be better in recent months.",Positive
apple,"Personally, Overall experience at Apple is acceptable overall.",2024-06-10,"Personally, Overall experience at Apple is acceptable overall.",Positive
apple,"As an employee, Apple work culture depends a lot on the team for most employees.",2024-01-10,"As an employee, Apple work culture depends a lot on the team for most employees.",Neutral
apple,"From what I see, Poor communication from management at Apple overall.",2024-04-01,"From what I see, Poor communication from management at Apple overall.",Negative
apple,"As an employee, Leadership encourages innovation and ownership at Apple in recent months.",2024-03-31,"As an employee, Leadership encourages innovation and ownership at Apple in recent months.",Positive
apple,"Honestly, Apple provides strong engineering standards based on my experience.",2024-04-12,"Honestly, Apple provides strong engineering standards based on my experience.",Positive
apple,"From what I see, Apple offers good work life balance and flexibility these days.",2024-02-20,"From what I see, Apple offers good work life balance and flexibility these days.",Positive
apple,"From what I see, The team culture at Apple is supportive and innovative overall.",2024-05-04,"From what I see, The team culture at Apple is supportive and innovative overall.",Positive
apple,"Personally, I enjoy collaborating with talented colleagues at Apple these days.",2024-04-11,"Personally, I enjoy collaborating with talented colleagues at Apple these days.",Positive
apple,"From what I see, Apple provides strong engineering standards based on my experience.",2024-05-17,"From what I see, Apple provides strong engineering standards based on my experience.",Positive
apple,"From what I see, Work pressure at Apple has increased recently these days.",2024-02-11,"From what I see, Work pressure at Apple has increased recently these days.",Neutral
apple,"In my experience, Career growth opportunities at Apple are solid in recent months.",2024-02-20,"In my experience, Career growth opportunities at Apple are solid in recent months.",Positive
apple,"In my experience, I enjoy collaborating with talented colleagues at Apple based on my experience.",2024-04-11,"In my experience, I enjoy collaborating with talented colleagues at Apple based on my experience.",Positive
apple,"In my experience, Apple provides strong engineering standards based on my experience.",2024-06-19,"In my experience, Apple provides strong engineering standards based on my experience.",Positive
apple,"Honestly, Leadership encourages innovation and ownership at Apple in recent months.",2024-01-31,"Honestly, Leadership encourages innovation and ownership at Apple in recent months.",Positive
apple,"Honestly, Leadership encourages innovation and ownership at Apple based on my experience.",2024-03-24,"Honestly, Leadership encourages innovation and ownership at Apple based on my experience.",Positive
apple,"From what I see, Work life balance at Apple could be better for most employees.",2024-04-09,"From what I see, Work life balance at Apple could be better for most employees.",Positive
apple,"In my experience, Apple offers good work life balance and flexibility based on my experience.",2024-02-09,"In my experience, Apple offers good work life balance and flexibility based on my experience.",Positive
apple,"Honestly, Working at Apple has been a great learning experience based on my experience.",2024-01-14,"Honestly, Working at Apple has been a great learning experience based on my experience.",Positive
apple,"From what I see, Overall experience at Apple is acceptable for most employees.",2024-01-03,"From what I see, Overall experience at Apple is acceptable for most employees.",Positive
apple,"As an employee, I enjoy collaborating with talented colleagues at Apple these days.",2024-01-22,"As an employee, I enjoy collaborating with talented colleagues at Apple these days.",Positive
apple,"Currently, Apple layoffs have affected employee morale based on my experience.",2024-05-10,"Currently, Apple layoffs have affected employee morale based on my experience.",Neutral
apple,"In my experience, I enjoy collaborating with talented colleagues at Apple in recent months.",2024-06-28,"In my experience, I enjoy collaborating with talented colleagues at Apple in recent months.",Positive
apple,"Personally, Career growth opportunities at Apple are solid these days.",2024-06-29,"Personally, Career growth opportunities at Apple are solid these days.",Positive
apple,"Honestly, Work pressure at Apple has increased recently for most employees.",2024-06-05,"Honestly, Work pressure at Apple has increased recently for most employees.",Positive
apple,"Personally, The team culture at Apple is supportive and innovative overall.",2024-02-03,"Personally, The team culture at Apple is supportive and innovative overall.",Positive
apple,"Personally, I enjoy collaborating with talented colleagues at Apple based on my experience.",2024-04-19,"Personally, I enjoy collaborating with talented colleagues at Apple based on my experience.",Positive
apple,"In my experience, Great benefits and compensation at Apple overall.",2024-04-07,"In my experience, Great benefits and compensation at Apple overall.",Positive
apple,"Honestly, I enjoy collaborating with talented colleagues at Apple based on my experience.",2024-02-26,"Honestly, I enjoy collaborating with talented colleagues at Apple based on my experience.",Positive
apple,"In my experience, Leadership encourages innovation and ownership at Apple for most employees.",2024-04-19,"In my experience, Leadership encourages innovation and ownership at Apple for most employees.",Positive
apple,"In my experience, Overall experience at Apple is acceptable in recent months.",2024-04-03,"In my experience, Overall experience at Apple is acceptable in recent months.",Positive
apple,"Honestly, Apple provides strong engineering standards these days.",2024-03-04,"Honestly, Apple provides strong engineering standards these days.",Positive
apple,"Personally, Working at Apple has been a great learning experience overall.",2024-01-01,"Personally, Working at Apple has been a great learning experience overall.",Positive
apple,"Personally, Apple provides strong engineering standards in recent months.",2024-04-30,"Personally, Apple provides strong engineering standards in recent months.",Positive
apple,"From what I see, Apple offers good work life balance and flexibility based on my experience.",2024-03-05,"From what I see, Apple offers good work life balance and flexibility based on my experience.",Positive
apple,"As an employee, Management decisions at Apple are frustrating in recent months.",2024-01-29,"As an employee, Management decisions at Apple are frustrating in recent months.",Negative
apple,"Honestly, Working at Apple has been a great learning experience for most employees.",2024-02-03,"Honestly, Working at Apple has been a great learning experience for most employees.",Positive
apple,"Honestly, Apple provides strong engineering standards for most employees.",2024-05-15,"Honestly, Apple provides strong engineering standards for most employees.",Positive
apple,"Honestly, Apple work culture depends a lot on the team in recent months.",2024-02-23,"Honestly, Apple work culture depends a lot on the team in recent months.",Positive
apple,"In my experience, My experience working at Apple has been average so far based on my experience.",2024-06-10,"In my experience, My experience working at Apple has been average so far based on my experience.",Neutral
apple,"In my experience, My experience working at Apple has been average so far for most employees.",2024-06-16,"In my experience, My experience working at Apple has been average so far for most employees.",Neutral
apple,"Honestly, Apple layoffs have affected employee morale these days.",2024-01-26,"Honestly, Apple layoffs have affected employee morale these days.",Positive
apple,"As an employee, Apple provides strong engineering standards these days.",2024-02-21,"As an employee, Apple provides strong engineering standards these days.",Positive
apple,"In my experience, Apple work culture depends a lot on the team based on my experience.",2024-02-19,"In my experience, Apple work culture depends a lot on the team based on my experience.",Neutral
apple,"Currently, I enjoy collaborating with talented colleagues at Apple in recent months.",2024-04-03,"Currently, I enjoy collaborating with talented colleagues at Apple in recent months.",Positive
apple,"From what I see, Apple offers good work life balance and flexibility overall.",2024-05-03,"From what I see, Apple offers good work life balance and flexibility overall.",Positive
