company,text,createdAt,clean_text,sentiment
google,"Honestly, Great benefits and compensation at Google in recent months.",2024-02-22,"Honestly, Great benefits and compensation at Google in recent months.",Positive
google,"As an employee, Employee experience at Google depends on management for most employees.",2024-05-05,"As an employee, Employee experience at Google depends on management for most employees.",Neutral
google,"In my experience, Working at Google has been a great learning experience these days.",2024-03-11,"In my experience, Working at Google has been a great learning experience these days.",Positive
google,"Personally, Google provides strong engineering standards in recent months.",2024-02-11,"Personally, Google provides strong engineering standards in recent months.",Positive
google,"Honestly, Workload at Google varies by role these days.",2024-05-23,"Honestly, Workload at Google varies by role these days.",Positive
google,"Honestly, Google offers good work life balance and flexibility based on my experience.",2024-05-19,"Honestly, Google offers good work life balance and flexibility based on my experience.",Positive
google,"Currently, Google provides strong engineering standards for most employees.",2024-02-07,"Currently, Google provides strong engineering standards for most employees.",Positive
google,"As an employee, My experience working at Google has been average so far in recent months.",2024-01-11,"As an employee, My experience working at Google has been average so far in recent months.",Neutral
google,"Honestly, Google layoffs have affected employee morale based on my experience.",2024-06-19,"Honestly, Google layoffs have affected employee morale based on my experience.",Positive
google,"Currently, Career growth opportunities at Google are solid based on my experience.",2024-03-01,"Currently, Career growth opportunities at Google are solid based on my experience.",Positive
google,"Personally, Work life balance at Google could be better these days.",2024-01-07,"Personally, Work life balance at Google could be better these days.",Positive
google,"From what I see, Google provides strong engineering standards based on my experience.",2024-03-09,"From what I see, Google provides strong engineering standards based on my experience.",Positive
google,"From what I see, Google offers good work life balance and flexibility overall.",2024-04-30,"From what I see, Google offers good work life balance and flexibility overall.",Positive
google,"As an employee, Leadership encourages innovation and ownership at Google in recent months.",2024-02-28,"As an employee, Leadership encourages innovation and ownership at Google in recent months.",Positive
google,"From what I see, Great benefits and compensation at Google in recent months.",2024-03-12,"From what I see, Great benefits and compensation at Google in recent months.",Positive
google,"As an employee, Work life balance at Google could be better in recent months.",2024-06-13,"As an employee, Work life balance at Google could be better in recent months.",Positive
google,"Currently, Google offers stability but growth can be slow in recent months.",2024-01-08,"Currently, Google offers stability but growth can be slow in recent months.",Positive
google,"Personally, I enjoy collaborating with talented colleagues at Google for most employees.",2024-03-08,"Personally, I enjoy collaborating with talented colleagues at Google for most employees.",Positive
google,"As an employee, Career growth opportunities at Google are solid in recent months.",2024-04-21,"As an employee, Career growth opportunities at Google are solid in recent months.",Positive
google,"In my experience, Workload at Google varies by role these days.",2024-05-27,"In my experience, Workload at Google varies by role these days.",Neutral
google,"Honestly, Working at Google has been a great learning experience these days.",2024-01-01,"Honestly, Working at Google has been a great learning experience these days.",Positive
google,"Currently, Employee experience at Google depends on management based on my experience.",2024-04-03,"Currently, Employee experience at Google depends on management based on my experience.",Neutral
google,"As an employee, Google offers stability but growth can be slow for most employees.",2024-03-21,"As an employee, Google offers stability but growth can be slow for most employees.",Positive
google,"Honestly, My experience working at Google has been average so far in recent months.",2024-05-09,"Honestly, My experience working at Google has been average so far in recent months.",Positive
google,"As an employee, Career growth opportunities at Google are solid these days.",2024-06-27,"As an employee, Career growth opportunities at Google are solid these days.",Positive
google,"Personally, The team culture at Google is supportive and innovative these days.",2024-06-19,"Personally, The team culture at Google is supportive and innovative these days.",Positive
google,"Honestly, Job stress at Google has risen after restructuring based on my experience.",2024-06-06,"Honestly, Job stress at Google has risen after restructuring based on my experience.",Neutral
google,"Currently, Some teams at Google are better than others overall.",2024-03-18,"Currently, Some teams at Google are better than others overall.",Positive
google,"Currently, Career growth opportunities at Google are solid for most employees.",2024-06-16,"Currently, Career growth opportunities at Google are solid for most employees.",Positive
google,"From what I see, Leadership encourages innovation and ownership at Google based on my experience.",2024-05-10,"From what I see, Leadership encourages innovation and ownership at Google based on my experience.",Positive
google,"Honestly, Employee experience at Google depends on management based on my experience.",2024-06-17,"Honestly, Employee experience at Google depends on management based on my experience.",Positive
google,"In my experience, Google provides strong engineering standards based on my experience.",2024-06-21,"In my experience, Google provides strong engineering standards based on my experience.",Positive
google,"Personally, Great benefits and compensation at Google overall.",2024-01-12,"Personally, Great benefits and compensation at Google overall.",Positive
google,"Currently, Leadership encourages innovation and ownership at Google overall.",2024-04-26,"Currently, Leadership encourages innovation and ownership at Google overall.",Positive
google,"Honestly, Great benefits and compensation at Google these days.",2024-05-06,"Honestly, Great benefits and compensation at Google these days.",Positive
google,"Honestly, The team culture at Google is supportive and innovative overall.",2024-01-28,"Honestly, The team culture at Google is supportive and innovative overall.",Positive
google,"Personally, Google layoffs have affected employee morale for most employees.",2024-04-28,"Personally, Google layoffs have affected employee morale for most employees.",Neutral
google,"In my experience, Great benefits and compensation at Google these days.",2024-02-04,"In my experience, Great benefits and compensation at Google these days.",Positive
google,"Currently, Job stress at Google has risen after restructuring for most employees.",2024-06-01,"Currently, Job stress at Google has risen after restructuring for most employees.",Negative
google,"Currently, Leadership encourages innovation and ownership at Google for most employees.",2024-04-19,"Currently, Leadership encourages innovation and ownership at Google for most employees.",Positive
google,"From what I see, Poor communication from management at Google based on my experience.",2024-05-01,"From what I see, Poor communication from management at Google based on my experience.",Negative
google,"Personally, Employee experience at Google depends on management in recent months.",2024-05-13,"Personally, Employee experience at Google depends on management in recent months.",Neutral
google,"As an employee, Google work culture depends a lot on the team these days.",2024-01-20,"As an employee, Google work culture depends a lot on the team these days.",Neutral
google,"As an employee, Google work culture depends a lot on the team in recent months.",2024-03-22,"As an employee, Google work culture depends a lot on the team in recent months.",Neutral
google,"Personally, Work pressure at Google has increased recently based on my experience.",2024-02-29,"Personally, Work pressure at Google has increased recently based on my experience.",Neutral
google,"Honestly, The team culture at Google is supportive and innovative based on my experience.",2024-01-17,"Honestly, The team culture at Google is supportive and innovative based on my experience.",Positive
google,"Currently, Google provides strong engineering standards these days.",2024-04-16,"Currently, Google provides strong engineering standards these days.",Positive
google,"From what I see, Career growth opportunities at Google are solid for most employees.",2024-06-27,"From what I see, Career growth opportunities at Google are solid for most employees.",Positive
google,"From what I see, Career growth opportunities at Google are solid overall.",2024-03-31,"From what I see, Career growth opportunities at Google are solid overall.",Positive
google,"From what I see, Career growth opportunities at Google are solid for most employees.",2024-05-19,"From what I see, Career growth opportunities at Google are solid for most employees.",Positive
google,"From what I see, Google layoffs have affected employee morale based on my experience.",2024-03-10,"From what I see, Google layoffs have affected employee morale based on my experience.",Neutral
google,"From what I see, My experience working at Google has been average so far in recent months.",2024-06-20,"From what I see, My experience working at Google has been average so far in recent months.",Neutral
google,"Honestly, Some teams at Google are better than others based on my experience.",2024-04-29,"Honestly, Some teams at Google are better than others based on my experience.",Positive
google,"Currently, Poor communication from management at Google overall.",2024-04-10,"Currently, Poor communication from management at Google overall.",Negative
google,"In my experience, Google offers stability but growth can be slow overall.",2024-06-13,"In my experience, Google offers stability but growth can be slow overall.",Positive
google,"From what I see, Employee experience at Google depends on management based on my experience.",2024-01-13,"From what I see, Employee experience at Google depends on management based on my experience.",Neutral
google,"Personally, Google provides strong engineering standards these days.",2024-03-24,"Personally, Google provides strong engineering standards these days.",Positive
google,"As an employee, Career growth opportunities at Google are solid these days.",2024-03-05,"As an employee, Career growth opportunities at Google are solid these days.",Positive
google,"In my experience, Burnout is becoming common among Google employees for most employees.",2024-01-14,"In my experience, Burnout is becoming common among Google employees for most employees.",Neutral
google,"Personally, Management decisions at Google are frustrating overall.",2024-06-15,"Personally, Management decisions at Google are frustrating overall.",Negative
google,"Personally, Working at Google has been a great learning experience based on my experience.",2024-01-06,"Personally, Working at Google has been a great learning experience based on my experience.",Positive
google,"Personally, Google work culture depends a lot on the team these days.",2024-06-20,"Personally, Google work culture depends a lot on the team these days.",Neutral
google,"From what I see, Great benefits and compensation at Google in recent months.",2024-04-04,"From what I see, Great benefits and compensation at Google in recent months.",Positive
google,"Personally, Google offers good work life balance and flexibility in recent months.",2024-01-28,"Personally, Google offers good work life balance and flexibility in recent months.",Positive
google,"Currently, Overall experience at Google is acceptable these days.",2024-04-11,"Currently, Overall experience at Google is acceptable these days.",Positive
google,"In my experience, Google layoffs have affected employee morale for most employees.",2024-06-25,"In my experience, Google layoffs have affected employee morale for most employees.",Neutral
google,"In my experience, Google layoffs have affected employee morale in recent months.",2024-06-24,"In my experience, Google layoffs have affected employee morale in recent months.",Neutral
google,"Currently, My experience working at Google has been average so far overall.",2024-03-29,"Currently, My experience working at Google has been average so far overall.",Neutral
google,"As an employee, Google offers stability but growth can be slow overall.",2024-05-09,"As an employee, Google offers stability but growth can be slow overall.",Positive
google,"From what I see, My experience working at Google has been average so far these days.",2024-01-28,"From what I see, My experience working at Google has been average so far these days.",Neutral
google,"Honestly, Overall experience at Google is acceptable these days.",2024-02-09,"Honestly, Overall experience at Google is acceptable these days.",Positive
google,"Currently, Google offers stability but growth can be slow in recent months.",2024-06-06,"Currently, Google offers stability but growth can be slow in recent months.",Positive
google,"From what I see, Poor communication from management at Google these days.",2024-04-21,"From what I see, Poor communication from management at Google these days.",Negative
google,"As an employee, Poor communication from management at Google in recent months.",2024-03-03,"As an employee, Poor communication from management at Google in recent months.",Negative
google,"As an employee, Work pressure at Google has increased recently these days.",2024-03-03,"As an employee, Work pressure at Google has increased recently these days.",Neutral
google,"Currently, Poor communication from management at Google these days.",2024-03-27,"Currently, Poor communication from management at Google these days.",Negative
google,"Personally, Google provides strong engineering standards these days.",2024-02-24,"Personally, Google provides strong engineering standards these days.",Positive
google,"As an employee, I enjoy collaborating with talented colleagues at Google in recent months.",2024-06-01,"As an employee, I enjoy collaborating with talented colleagues at Google in recent months.",Positive
google,"Currently, Overall experience at Google is acceptable overall.",2024-05-12,"Currently, Overall experience at Google is acceptable overall.",Positive
google,"Personally, Work pressure at Google has increased recently these days.",2024-05-05,"Personally, Work pressure at Google has increased recently these days.",Neutral
google,"Honestly, Google work culture depends a lot on the team these days.",2024-06-14,"Honestly, Google work culture depends a lot on the team these days.",Positive
google,"In my experience, Some teams at Google are better than others overall.",2024-03-16,"In my experience, Some teams at Google are better than others overall.",Positive
google,"As an employee, Great benefits and compensation at Google for most employees.",2024-04-04,"As an employee, Great benefits and compensation at Google for most employees.",Positive
google,"As an employee, Workload at Google varies by role these days.",2024-05-20,"As an employee, Workload at Google varies by role these days.",Neutral
google,"As an employee, Leadership encourages innovation and ownership at Google in recent months.",2024-03-05,"As an employee, Leadership encourages innovation and ownership at Google in recent months.",Positive
google,"As an employee, Great benefits and compensation at Google overall.",2024-05-17,"As an employee, Great benefits and compensation at Google overall.",Positive
google,"Personally, Job stress at Google has risen after restructuring based on my experience.",2024-02-25,"Personally, Job stress at Google has risen after restructuring based on my experience.",Negative
google,"Honestly, Overall experience at Google is acceptable for most employees.",2024-05-14,"Honestly, Overall experience at Google is acceptable for most employees.",Positive
google,"Personally, My experience working at Google has been average so far in recent months.",2024-02-28,"Personally, My experience working at Google has been average so far in recent months.",Neutral
google,"In my experience, I enjoy collaborating with talented colleagues at Google for most employees.",2024-02-02,"In my experience, I enjoy collaborating with talented colleagues at Google for most employees.",Positive
google,"Currently, Working at Google has been a great learning experience in recent months.",2024-06-27,"Currently, Working at Google has been a great learning experience in recent months.",Positive
google,"From what I see, Job stress at Google has risen after restructuring overall.",2024-01-04,"From what I see, Job stress at Google has risen after restructuring overall.",Negative
google,"From what I see, Some teams at Google are better than others these days.",2024-03-28,"From what I see, Some teams at Google are better than others these days.",Positive
google,"As an employee, Working at Google has been a great learning experience these days.",2024-01-30,"As an employee, Working at Google has been a great learning experience these days.",Positive
google,"From what I see, Burnout is becoming common among Google employees overall.",2024-05-27,"From what I see, Burnout is becoming common among Google employees overall.",Neutral
google,"Personally, My experience working at Google has been average so far based on my experience.",2024-05-24,"Personally, My experience working at Google has been average so far based on my experience.",Neutral
google,"Personally, Work pressure at Google has increased recently overall.",2024-05-22,"Personally, Work pressure at Google has increased recently overall.",Neutral
google,"Currently, Poor communication from management at Google for most employees.",2024-02-27,"Currently, Poor communication from management at Google for most employees.",Negative
google,"From what I see, Burnout is becoming common among Google employees these days.",2024-03-17,"From what I see, Burnout is becoming common among Google employees these days.",Neutral
google,"As an employee, Burnout is becoming common among Google employees for most employees.",2024-06-07,"As an employee, Burnout is becoming common among Google employees for most employees.",Neutral
google,"Personally, Google offers good work life balance and flexibility based on my experience.",2024-03-08,"Personally, Google offers good work life balance and flexibility based on my experience.",Positive
google,"Personally, Google work culture depends a lot on the team based on my experience.",2024-05-21,"Personally, Google work culture depends a lot on the team based on my experience.",Neutral
google,"From what I see, Working at Google has been a great learning experience these days.",2024-06-25,"From what I see, Working at Google has been a great learning experience these days.",Positive
google,"In my experience, Overall experience at Google is acceptable based on my experience.",2024-03-14,"In my experience, Overall experience at Google is acceptable based on my experience.",Positive
google,"From what I see, Google offers stability but growth can be slow overall.",2024-06-24,"From what I see, Google offers stability but growth can be slow overall.",Positive
google,"Honestly, I enjoy collaborating with talented colleagues at Google for most employees.",2024-06-18,"Honestly, I enjoy collaborating with talented colleagues at Google for most employees.",Positive
google,"From what I see, Google layoffs have affected employee morale overall.",2024-05-19,"From what I see, Google layoffs have affected employee morale overall.",Neutral
google,"As an employee, The team culture at Google is supportive and innovative based on my experience.",2024-01-19,"As an employee, The team culture at Google is supportive and innovative based on my experience.",Positive
google,"Currently, I enjoy collaborating with talented colleagues at Google for most employees.",2024-03-14,"Currently, I enjoy collaborating with talented colleagues at Google for most employees.",Positive
google,"Honestly, Some teams at Google are better than others in recent months.",2024-06-28,"Honestly, Some teams at Google are better than others in recent months.",Positive
google,"Currently, I enjoy collaborating with talented colleagues at Google for most employees.",2024-05-06,"Currently, I enjoy collaborating with talented colleagues at Google for most employees.",Positive
google,"In my experience, Workload at Google varies by role these days.",2024-03-23,"In my experience, Workload at Google varies by role these days.",Neutral
google,"In my experience, My experience working at Google has been average so far based on my experience.",2024-06-21,"In my experience, My experience working at Google has been average so far based on my experience.",Neutral
google,"Currently, Poor communication from management at Google overall.",2024-06-21,"Currently, Poor communication from management at Google overall.",Negative
google,"In my experience, Poor communication from management at Google based on my experience.",2024-04-30,"In my experience, Poor communication from management at Google based on my experience.",Negative
google,"As an employee, Some teams at Google are better than others based on my experience.",2024-05-29,"As an employee, Some teams at Google are better than others based on my experience.",Positive
google,"From what I see, Employee experience at Google depends on management overall.",2024-04-30,"From what I see, Employee experience at Google depends on management overall.",Neutral
google,"As an employee, Google provides strong engineering standards overall.",2024-02-11,"As an employee, Google provides strong engineering standards overall.",Positive
google,"As an employee, Leadership encourages innovation and ownership at Google these days.",2024-05-20,"As an employee, Leadership encourages innovation and ownership at Google these days.",Positive
google,"As an employee, Google offers good work life balance and flexibility in recent months.",2024-03-23,"As an employee, Google offers good work life balance and flexibility in recent months.",Positive
google,"Currently, Career growth opportunities at Google are solid overall.",2024-06-17,"Currently, Career growth opportunities at Google are solid overall.",Positive
google,"From what I see, Burnout is becoming common among Google employees overall.",2024-02-18,"From what I see, Burnout is becoming common among Google employees overall.",Neutral
google,"From what I see, Workload at Google varies by role these days.",2024-01-14,"From what I see, Workload at Google varies by role these days.",Neutral
google,"As an employee, The team culture at Google is supportive and innovative these days.",2024-06-27,"As an employee, The team culture at Google is supportive and innovative these days.",Positive
google,"Honestly, My experience working at Google has been average so far for most employees.",2024-03-02,"Honestly, My experience working at Google has been average so far for most employees.",Positive
google,"Currently, Overall experience at Google is acceptable overall.",2024-05-21,"Currently, Overall experience at Google is acceptable overall.",Positive
google,"In my experience, Great benefits and compensation at Google these days.",2024-01-31,"In my experience, Great benefits and compensation at Google these days.",Positive
google,"From what I see, Google work culture depends a lot on the team in recent months.",2024-05-10,"From what I see, Google work culture depends a lot on the team in recent months.",Neutral
google,"From what I see, Some teams at Google are better than others these days.",2024-03-03,"From what I see, Some teams at Google are better than others these days.",Positive
google,"From what I see, Google work culture depends a lot on the team based on my experience.",2024-06-02,"From what I see, Google work culture depends a lot on the team based on my experience.",Neutral
google,"In my experience, Google work culture depends a lot on the team in recent months.",2024-04-16,"In my experience, Google work culture depends a lot on the team in recent months.",Neutral
google,"In my experience, I enjoy collaborating with talented colleagues at Google in recent months.",2024-03-17,"In my experience, I enjoy collaborating with talented colleagues at Google in recent months.",Positive
google,"Honestly, Poor communication from management at Google these days.",2024-02-08,"Honestly, Poor communication from management at Google these days.",Neutral
google,"As an employee, Some teams at Google are better than others in recent months.",2024-05-21,"As an employee, Some teams at Google are better than others in recent months.",Positive
google,"From what I see, Burnout is becoming common among Google employees in recent months.",2024-02-18,"From what I see, Burnout is becoming common among Google employees in recent months.",Neutral
google,"Currently, Google layoffs have affected employee morale these days.",2024-02-29,"Currently, Google layoffs have affected employee morale these days.",Neutral
google,"In my experience, Burnout is becoming common among Google employees in recent months.",2024-05-01,"In my experience, Burnout is becoming common among Google employees in recent months.",Neutral
google,"From what I see, Employee experience at Google depends on management these days.",2024-06-18,"From what I see, Employee experience at Google depends on management these days.",Neutral
google,"Personally, Job stress at Google has risen after restructuring these days.",2024-01-10,"Personally, Job stress at Google has risen after restructuring these days.",Negative
google,"In my experience, Google provides strong engineering standards these days.",2024-01-26,"In my experience, Google provides strong engineering standards these days.",Positive
google,"In my experience, Some teams at Google are better than others based on my experience.",2024-04-14,"In my experience, Some teams at Google are better than others based on my experience.",Positive
google,"In my experience, Google layoffs have affected employee morale these days.",2024-03-08,"In my experience, Google layoffs have affected employee morale these days.",Neutral
google,"Honestly, Career growth opportunities at Google are solid overall.",2024-03-25,"Honestly, Career growth opportunities at Google are solid overall.",Positive
google,"Currently, Work life balance at Google could be better these days.",2024-03-22,"Currently, Work life balance at Google could be better these days.",Positive
google,"From what I see, Employee experience at Google depends on management for most employees.",2024-01-10,"From what I see, Employee experience at Google depends on management for most employees.",Neutral
google,"Honestly, Google work culture depends a lot on the team in recent months.",2024-02-28,"Honestly, Google work culture depends a lot on the team in recent months.",Positive
google,"In my experience, Some teams at Google are better than others overall.",2024-04-23,"In my experience, Some teams at Google are better than others overall.",Positive
google,"In my experience, I enjoy collaborating with talented colleagues at Google overall.",2024-03-24,"In my experience, I enjoy collaborating with talented colleagues at Google overall.",Positive
google,"As an employee, Management decisions at Google are frustrating in recent months.",2024-04-20,"As an employee, Management decisions at Google are frustrating in recent months.",Negative
google,"Currently, Career growth opportunities at Google are solid based on my experience.",2024-02-13,"Currently, Career growth opportunities at Google are solid based on my experience.",Positive
google,"Currently, Career growth opportunities at Google are solid based on my experience.",2024-05-07,"Currently, Career growth opportunities at Google are solid based on my experience.",Positive
google,"Personally, Google layoffs have affected employee morale these days.",2024-06-12,"Personally, Google layoffs have affected employee morale these days.",Neutral
google,"Honestly, I enjoy collaborating with talented colleagues at Google overall.",2024-04-29,"Honestly, I enjoy collaborating with talented colleagues at Google overall.",Positive
google,"Currently, Job stress at Google has risen after restructuring based on my experience.",2024-01-19,"Currently, Job stress at Google has risen after restructuring based on my experience.",Negative
google,"Currently, Overall experience at Google is acceptable in recent months.",2024-06-12,"Currently, Overall experience at Google is acceptable in recent months.",Positive
google,"As an employee, Job stress at Google has risen after restructuring these days.",2024-03-18,"As an employee, Job stress at Google has risen after restructuring these days.",Negative
